SGWS Oregon,,,,,,,
,,,,,,,
UNIT,,,,,UNIT,ORDER,
SG ITEM #,PK / SZ,CS/PALLET,PRODUCT DESCRIPTION,COST,WEIGHT,QUANTITY,
,,,,,,,
503654,12/750ML,56 cs/pl,FITVINE CABERNET SAUVIGNON,86,38.4,56,CS
934628,12/750ML,40 cs/pl,FITVINE PROSECCO,104,40.8,10,CS
951414,12/750ML,56 cs/pl,FITVINE PINOT GRIGIO,86,38.4,56,CS
953931,12/750ML,56 cs/pl,FITVINE PINOT NOIR,104,38.4,14,CS
