SGWS of Iowa (Wine),,,,,,,
,,,,,,,
UNIT,,,,,UNIT,ORDER,
SG ITEM #,PK / SZ,CS/PALLET,PRODUCT DESCRIPTION,COST,WEIGHT,QUANTITY,
,,,,,,,
503654,12/750ML,56 cs/pl,FITVINE CABERNET SAUVIGNON,84,38.4,56,CS
523741,12/750ML,40 cs/pl,FITVINE ROSE 20,102,39,3,CS
934628,12/750ML,40 cs/pl,FITVINE PROSECCO,102,40.8,10,CS
953931,12/750ML,56 cs/pl,FITVINE PINOT NOIR,102,38.4,28,CS
956890,12/750ML,56 cs/pl,FITVINE CHARDONNAY,84,38.4,28,CS
990103,12/750ML,56 cs/pl,FITVINE RED BLEND,84,38,7,CS
